İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Aidat,Depozito,Ada,Parsel,Balkon Durumu,Balkon Sayısı,WC Sayısı,Görüntülü Gezilebilir mi?,Balkon Tipi,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
17918664,20 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),7.Kat,11,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Ordu - Ünye - Gölevi Mahallesi,https://www.emlakjet.com/ilan/mabel-den-cakirkentte-genis-kiralik-daire-17918664,,,,,,,,,,,,,,,
17909330,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Ordu - Altınordu - Şarkiye Mahallesi,https://www.emlakjet.com/ilan/ordu-sarkiye-mah-novada-avm-ye-komsu-dublex-31-kiralik-daire-17909330,,,,,,,,,,,,,,,
17891009,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,5-10,9.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,28.000TL,Ordu - Altınordu - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/avci-dan-karsiyaka-mahallesinde-31-kiralik-daire-17891009,,,,,,,,,,,,,,,
17911927,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Ordu - Altınordu - Karacaömer Mahallesi,https://www.emlakjet.com/ilan/katirci-oglu-benzinlik-yani-kiralii-31-asansorlu-daire-17911927,,,,,,,,,,,,,,,
17901670,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,22.000TL,Ordu - Altınordu - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/ulas-gayrimenkulden-ticaret-lisesi-mevki-21-kiralik-daire-17901670,,,,,,,,,,,,,,,
17888526,15 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,12.000TL,Ordu - Ünye - Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/mabel-den-fevzicakmak-mah-genis-ferah-31-daire-17888526,,,,,,,,,,,,,,,
17904236,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,0 (Yeni),4.Kat,10,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Ordu - Ünye - Gölevi Mahallesi,https://www.emlakjet.com/ilan/mabel-den-cakirkent-1-de-lux-4-kat-21-kiralik-daire-17904236,,,,,,,,,,,,,,,
17909341,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.500TL,Ordu - Altınordu - Bucak Mahallesi,https://www.emlakjet.com/ilan/ordu-merkez-fidangore-bir-adim-21-kiralik-daire-17909341,,,,,,,,,,,,,,,
17898676,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,84 m²,86 m²,1+1,11-15,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,17.000TL,Ordu - Altınordu - Karacaömer Mahallesi,https://www.emlakjet.com/ilan/mabel-gayrimenkul-karacaomer-m-site-icinde-esyali-kiralik-daire-17898676,,,,,,,,,,,,,,,
17909324,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Ordu - Altınordu - Düz Mahallesi,https://www.emlakjet.com/ilan/ordu-fidangor-sahile-bir-adim-mesafede-kiralik-21-daire-17909324,,,,,,,,,,,,,,,
17895172,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,32.000TL,Ordu - Altınordu - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/ordu-bahcelievler-mah-anayol-kenari-genis-21-kiralik-daire-17895172,,,,,,,,,,,,,,,
17888525,15 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.250TL,Ordu - Ünye - Çamurlu Mahallesi,https://www.emlakjet.com/ilan/mabelden-yerden-isitmali-kapali-otopark-31-sifir-kiralik-daire-17888525,,,,,,,,,,,,,,,
17894898,16 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,3+1,5-10,8.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,21.000TL,Ordu - Altınordu - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/anadolu-gayrimenkul-den-karsiyaka-da-kiralik-31-daire-17894898,,,,,,,,,,,,,,,
17894895,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,95 m²,110 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Ordu - Altınordu - Kirazlimanı Mahallesi,https://www.emlakjet.com/ilan/anadolu-gm-den-kirazlimani-mah-de-manzarali-31-kiralik-daire-17894895,,,,,,,,,,,,,,,
17918074,19 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,4,4.Kat,10,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,19.500TL,Ordu - Ünye - Hamidiye Mahallesi,https://www.emlakjet.com/ilan/global-resolddan-park-vadi-sitesinde-arakat-31-kiralik-daire-17918074,,,,,,,,,,,,,,,
17904567,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,30.000TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/cumhuriyet-mah-deniz-tarafinda-140-m2-site-dairesi-17904567,,,,,,,,,,,,,,,
17841652,12 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,4,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,30.000TL,Ordu - Altınordu - Akyazı Mahallesi,https://www.emlakjet.com/ilan/divan-gayrimenkul-akyazi-mh-90-m2-21-esyali-kiralik-17841652,,,,,,,,,,,,,,,
17844664,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,118 m²,143 m²,3+1,0 (Yeni),3.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,22.000TL,Ordu - Ünye - Gölevi Mahallesi,https://www.emlakjet.com/ilan/cakirkent-sitesinde-31-sifir-kiralik-daire-17844664,,,,,,,,,,,,,,,
17840366,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,140 m²,165 m²,3+1,11-15,12.Kat,14,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,16.000TL,Ordu - Fatsa - Evkaf Mahallesi,https://www.emlakjet.com/ilan/efsane-den-evkafta-sitede-kiralik-daire-17840366,,,,,,,,,,,,,,,
17867700,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,110 m²,118 m²,2+1,2,2.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,23.000TL,Ordu - Altınordu - Şahincili Mahallesi,https://www.emlakjet.com/ilan/anadolu-gayrimenkulden-sahincili-mahallesi-kiralik-21-daire-17867700,,,,,,,,,,,,,,,
17840345,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,9.Kat,14,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.000TL,Ordu - Fatsa - Ayazlı Mahallesi,https://www.emlakjet.com/ilan/efsane-emlak-tan-ayazli-asiyan-evleri-kiralik-daire-17840345,,,,,,,,,,,,,,,
17860240,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,130 m²,180 m²,3+1,5-10,8.Kat,14,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.000TL,Ordu - Fatsa - Evkaf Mahallesi,https://www.emlakjet.com/ilan/evkaf-mahallesinde-panorama-sitesinde-genis-daire-17860240,,,,,,,,,,,,,,,
17876954,14 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,72 m²,80 m²,2+1,2,1.Kat,4,Yerden Isıtma,Boş,,Kat İrtifakı,Evet,,1,Genel Fiyat,26.000TL,Ordu - Gülyalı - Turnasuyu Mahallesi,https://www.emlakjet.com/ilan/ordu-cumhuriyet-dis-fakultesi-mevki-esyali-kiralik-daire-80-m2-17876954,İkinci El,Betonarme,450 TL,26000 TL,106,27,Var,1,2,,Açık Balkon,,,,
17861823,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,Ordu - Altınordu - Durugöl Mahallesi,https://www.emlakjet.com/ilan/avci-gayrimenkul-den-durugol-mahallesinde-esyali-kiralik-daire-17861823,,,,,,,,,,,,,,,
17867696,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,5-10,4.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,25.000TL,Ordu - Altınordu - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/anadolu-gm-den-karsiyaka-mah-de-31-145-m-manzrali-site-dairesi-17867696,,,,,,,,,,,,,,,
17867712,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,5-10,3.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,23.000TL,Ordu - Altınordu - Şirinevler Mahallesi,https://www.emlakjet.com/ilan/anadolu-gayrimenkul-den-sirinevler-kiralik-31-daire-17867712,,,,,,,,,,,,,,,
17866439,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,0 (Yeni),2.Kat,5,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,40.000TL,Ordu - Ünye - Burunucu Mahallesi,https://www.emlakjet.com/ilan/mabel-den-blue-life-sitesinde-kapanmaz-deniz-ve-sehir-manzarasi-17866439,,,,,,,,,,,,,,,
17874358,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),5.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,10.000TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/ordu-cumhuriyet-mah-yeni-11-kiralik-daire-17874358,,,,10000 TL,2376,14,Var,1,,,,,,,
17840348,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,1+1,11-15,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL,Ordu - Fatsa - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/efsane-emlaktan-kurtulus-mah-esyali-kiralik-daire-17840348,,,,,,,,,,,,,,,
17888512,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,Stüdyo,21 Ve Üzeri,3.Kat,4,Isıtma Yok,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,8.500TL,Ordu - Ünye - Kaledere Mahallesi,https://www.emlakjet.com/ilan/mabel-den-buyuk-cami-yaninda-orta-carsida-kiralik-studyo-daire-17888512,,,,,,,,,,,,,,,
17840371,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,160 m²,206 m²,4+1,0 (Yeni),4.Kat,16,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,28.000TL,Ordu - Fatsa - Dolunay Mahallesi,https://www.emlakjet.com/ilan/efsane-emlak-tan-kiralik-41-daire-17840371,,,,,,,,,,,,,,,
17876990,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Ordu - Altınordu - Şahincili Mahallesi,https://www.emlakjet.com/ilan/pars-prime-sahincili-mah-muhtesem-konum-ferah-genis-kullanisli-17876990,,,,,,,,,,,,,,,
17840350,12 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,4,8.Kat,13,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Ordu - Fatsa - Evkaf Mahallesi,https://www.emlakjet.com/ilan/efsane-emlak-tan-evkaf-mah-dolunay-trend-kiralik-daire-17840350,,,,,,,,,,,,,,,
17865213,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),3.Kat,4,Yerden Isıtma,Boş,Eşyalı,Kat İrtifakı,Hayır,,1,Genel Fiyat,15.000TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/ordu-cumhuriyet-esyali-11-kiralik-universite-ve-hastaneye-yakin-17865213,,,,,1892,13,Var,1,,,,,,,
17867705,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,16-20,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Ordu - Altınordu - Bucak Mahallesi,https://www.emlakjet.com/ilan/anadolu-gayrimenkulden-bucak-mahallesi-esyali-kiralik-21-daire-17867705,,,,,,,,,,,,,,,
17888519,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,8.000TL,Ordu - Ünye - İpekyolu Mahallesi,https://www.emlakjet.com/ilan/mabel-den-ipekyolu-mah-uygun-kiralik-daire-17888519,,,,,,,,,,,,,,,
17864705,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.000TL,Ordu - Altınordu - Selimiye Mahallesi,https://www.emlakjet.com/ilan/sehir-merkezinde-selimiye-mahallesi-nde-kiralik-21-daire-17864705,,,,,,,,,,,,,,,
17861827,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,3,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.500TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/avci-gayrimenkulden-deniz-tarafi-ve-universiteye-yakin-11-17861827,,,,,,,,,,,,,,,
17861845,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,75 m²,95 m²,2+1,4,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,17.500TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/ordu-cumhuriyet-mahallesinde-genis-site-icersinde-21-17861845,,,,,,,,,,,,,,,
17878557,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,3,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/mabel-gayrimenkul-cumhuriyet-mah-deniz-tarafinda-kiralik-daire-17878557,,,,,,,,,,,,,,,
17863450,13 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,0 (Yeni),3.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Ordu - Altınordu - Şahincili Mahallesi,https://www.emlakjet.com/ilan/oremlaktan-ordu-sahincili-mah-21-kiralik-daire-asansor-otopark-balkon-17863450,Sıfır,Betonarme,,20000 TL,1980,17,Var,1,1,,Kapalı Balkon,,8 m²,,
17840343,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Klimalı,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.000TL,Ordu - Fatsa - Şerefiye Mahallesi,https://www.emlakjet.com/ilan/fatsa-serefiye-mah-esyali-kiralik-daire-17840343,,,,,,,,,,,,,,,
17882293,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,140 m²,170 m²,3+1,5-10,10.Kat,11,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,22.500TL,Ordu - Fatsa - Dolunay Mahallesi,https://www.emlakjet.com/ilan/efsane-emlak-tan-dolunay-da-31-kiralik-daire-17882293,,,,,,,,,,,,,,,
17840317,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,3+1,5-10,3.Kat,13,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,17.000TL,Ordu - Fatsa - Dolunay Mahallesi,https://www.emlakjet.com/ilan/dolunay-in-en-guzel-lokasyonunda-deniz-manzarali-kiralik-daire-17840317,,,,,,,,,,,,,,,
17888511,15 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,0 (Yeni),10.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,17.000TL,Ordu - Ünye - Gölevi Mahallesi,https://www.emlakjet.com/ilan/mabel-den-golevi-carsi-konaklarinda-sifir-guvenlikli-11-daire-17888511,,,,,,,,,,,,,,,
17866452,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.500TL,Ordu - Ünye - Çınarlık Mahallesi,https://www.emlakjet.com/ilan/mabel-den-cinarlik-mah-merkezi-konum-kiralik-doga-manz-daire-17866452,,,,,,,,,,,,,,,
17814645,10 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.000TL,Ordu - Ünye - Liseler Mahallesi,https://www.emlakjet.com/ilan/muslum-gayriemnkul-den-carsi-icerisinde-21-kiralik-daire-17814645,,,,,,,,,,,,,,,
17814561,10 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,5-10,7.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,22.500TL,Ordu - Altınordu - Şirinevler Mahallesi,https://www.emlakjet.com/ilan/mabel-gayrimenkul-sirinevler-m-site-icerisinde-genis-31-daire-17814561,,,,,,,,,,,,,,,
17805861,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,21 Ve Üzeri,4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Ordu - Fatsa - Sakarya Mahallesi,https://www.emlakjet.com/ilan/uygun-fiyat-depozitosuz-yapili-merkezi-kiralik-21-genis-daire-17805861,,,,,,,,,,,,,,,
17826139,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/divan-gayrimenkul-cumhuriyet-mah-90m2-21-esyali-kiralik-daire-17826139,,,,,,,,,,,,,,,
17826120,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,17.500TL,Ordu - Altınordu - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/divan-gayrimenkul-derinlife-sit-100-m2-21-kullanisli-daire-17826120,,,,,,,,,,,,,,,
17826148,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),5.Kat,9,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,13.000TL,Ordu - Gülyalı - Turnasuyu Mahallesi,https://www.emlakjet.com/ilan/divan-gayrimenkul-turnasuyu-north-loft-ta-55-m2-11-daire-17826148,,,,,,,,,,,,,,,
17838653,12 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,5-10,8.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,18.000TL,Ordu - Altınordu - Durugöl Mahallesi,https://www.emlakjet.com/ilan/ulas-gayrimenkulden-durugol-soya-minimal-sitesi-kiralik-21-17838653,,,,,,,,,,,,,,,
17805859,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,5-10,2.Kat,15,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.500TL,Ordu - Fatsa - Fatih Mahallesi,https://www.emlakjet.com/ilan/mabel-den-fatih-mh-asil-evler-sitesinde-31-kiralik-daire-17805859,,,,,,,,,,,,,,,
17821451,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Ordu - Altınordu - Aziziye Mahallesi,https://www.emlakjet.com/ilan/pars-prime-eski-fidangore-yakin-aziziye-mah-genis-uygun-ferah-17821451,,,,,,,,,,,,,,,
17836401,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL,Ordu - Fatsa - Dolunay Mahallesi,https://www.emlakjet.com/ilan/etgu-gayrimenkulden-dolunayda-dusuk-katli-kiralik-daire-17836401,,,,,,,,,,,,,,,
17840316,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,80 m²,110 m²,2+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.500TL,Ordu - Fatsa - Şerefiye Mahallesi,https://www.emlakjet.com/ilan/efsane-emlaktan-serefiye-mahallesinde-21-kiralik-daire-17840316,,,,,,,,,,,,,,,
17821438,11 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,42 m²,50 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,15.000TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/pars-prime-i-plaja-100-metre-i-universite-karsisi-i-esyali-17821438,,,,,,,,,,,,,,,
17826124,11 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,0 (Yeni),3.Kat,3,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,27.000TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/divan-gayrimenkul-cumhuriyet-mah-31-130m2-kiralik-dublex-daire-17826124,,,,,,,,,,,,,,,
17838634,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,11.000TL,Ordu - Altınordu - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/ulas-gayrimenkulden-ayzek-otel-mevki-balkonlu-11-daire-17838634,,,,,,,,,,,,,,,
17826098,11 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,45 m²,53 m²,1+1,0 (Yeni),4.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,10.000TL,Ordu - Gülyalı - Turnasuyu Mahallesi,https://www.emlakjet.com/ilan/divan-gayrimenkul-turnasuyu-mah-53m2-11-kiralik-daire-17826098,,,,,,,,,,,,,,,
17805848,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,0 (Yeni),11.Kat,16,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,16.000TL,Ordu - Fatsa - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/fatsa-teras-park-3-kiralik-31-deniz-sehir-man-genis-daire-17805848,,,,,,,,,,,,,,,
