İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Balkon Durumu,Ada,Parsel,Balkon Sayısı,WC Sayısı,Yapı Durumu,Yapı Tipi,Aidat,Balkon Tipi,Görüntülü Gezilebilir mi?,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
15742667,21 Ağustos 2024,29 Temmuz 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,16-20,6.Kat,7,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,15.000TL,Samsun - İlkadım - Adalet Mahallesi,https://www.emlakjet.com/ilan/ilkadim-merkezde-kiralik-31-daire-15742667,15000 TL,,,,2,1,İkinci El,Betonarme,150 TL,"Açık Balkon, Kapalı Balkon",,,,,
16244169,09 Kasım 2024,30 Temmuz 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,4,5.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,14.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/tramvaya-cephe-esyali-genis-1-1-16244169,,,,,,,,,,,,,,,
15862306,10 Eylül 2024,28 Temmuz 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,Yok,2,Genel Fiyat,13.500TL,Samsun - Canik - Belediye Evleri Mahallesi,https://www.emlakjet.com/ilan/belediye-evlerinde-kiralik-31-daire-ana-yola-yakin-2-kat-150-m-15862306,,,13678,8,,,,,,,,,,,
16003351,02 Ekim 2024,24 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,4.Kat,7,Kombi Doğalgaz,Boş,Boş,Kooperatiften Tapu,Hayır,,1,Genel Fiyat,15.500TL,Samsun - İlkadım - 19 Mayıs Mahallesi,https://www.emlakjet.com/ilan/samsun-ilkadim-19-mayis-mahallesinde-depozitosuz-asansorlu-caddeye-cephe-31-kiralik-daire-16003351,,,,,,1,İkinci El,Betonarme,,,Evet,,,,
16075608,13 Ekim 2024,28 Temmuz 2025,Konut,Kiralık,Daire,50 m²,57 m²,1+1,1,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,9.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/pamukluda-ara-kat-muthis-kiralik-11-ozkandan-16075608,,,,,,,,,,,,,,,
15966397,26 Eylül 2024,29 Temmuz 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,12.000TL,Samsun - İlkadım - Çiftlik Mahallesi,https://www.emlakjet.com/ilan/ilkadim-merkezde-kiralik-31-daire-15966397,0 TL,,,,,1,İkinci El,Betonarme,70 TL,,Hayır,,,,
14823897,09 Mart 2024,16 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,5,Doğalgaz Sobalı,Boş,Eşyalı,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL,Samsun - Bafra - Çilhane Mahallesi,https://www.emlakjet.com/ilan/korkmaz-emlaktan-bafra-besyolda-cadde-ustunde-full-esyali-kiralik-daire-14823897,8000 TL,,,,1,1,İkinci El,,,Açık Balkon,Evet,,,,
16032584,07 Ekim 2024,29 Temmuz 2025,Konut,Kiralık,Daire,115 m²,125 m²,2+1,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,15.000TL,Samsun - İlkadım - Derebahçe Mahallesi,https://www.emlakjet.com/ilan/sifir-kiralik-21-daire-ilkadin-derebahce-16032584,0 TL,,,,2,1,Sıfır,Betonarme,100 TL,Açık Balkon,,,,,
15854086,09 Eylül 2024,17 Haziran 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,2,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,17.000TL,Samsun - Çarşamba - Orta Mahallesi,https://www.emlakjet.com/ilan/sifir-dogazli-daire-merkez-de-15854086,15000 TL,,,,,,,,,,,,4 m²,,
15625167,01 Ağustos 2024,01 Ağustos 2025,Konut,Kiralık,Daire,29 m²,30 m²,1 Oda,11-15,Düz Giriş (Zemin),5,Sobalı,Boş,,Bilinmiyor,Hayır,,Yok,Genel Fiyat,4.000TL,Samsun - Çarşamba - Orta Mahallesi,https://www.emlakjet.com/ilan/kiralik-depo-veya-dukkan-bulut-oglu-camii-arkasinda-a101-yakin-15625167,2500 TL,,,,,,,,,,,,,,
15163465,14 Mayıs 2024,24 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,11-15,Bahçe Katı,7,Kombi Doğalgaz,Boş,Eşyalı,Kooperatiften Tapu,Hayır,,1,Genel Fiyat,20.000TL,Samsun - Atakum - Mevlana Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-mevlana-mahallesinde-ful-esyali-otoparkli-31-kiralik-daire-15163465,,Var,,,,2,İkinci El,Betonarme,,,,,,,
16323481,20 Kasım 2024,07 Ağustos 2025,Konut,Kiralık,Daire,200 m²,220 m²,5+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,45.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/atakum-korfez-de-deniz-manzarali-dubleks-51-16323481,45000 TL,,,,,3,İkinci El,Betonarme,300 TL,,Hayır,,6 m²,,
16080982,13 Ekim 2024,20 Haziran 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/referans-dan-site-ici-ara-kat-genis-11-kiralik-sifir-daire-16080982,,,,,,,,,,,,,,,
15920603,18 Eylül 2024,24 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,11-15,8.Kat,13,Merkezi (Pay Ölçer),Boş,Boş,Kooperatiften Tapu,Evet,Yok,1,Genel Fiyat,19.250TL,Samsun - İlkadım - Kadıköy Mahallesi,https://www.emlakjet.com/ilan/samsun-ilkadim-ulugazi-tokide-depozitosuz-cift-asansorlu-otoparkli-31-kiralik-daire-15920603,,Var,,,,2,İkinci El,Betonarme,,,Evet,,,,
15645515,05 Ağustos 2024,30 Temmuz 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,4,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,15.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/dere-gayrimenkulden-korfez-mahallesinde-kiralik-21-15645515,,,,,,,,,,,,,,,
15580217,26 Temmuz 2024,21 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,16-20,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,11.500TL,Samsun - İlkadım - Hançerli Mahallesi,https://www.emlakjet.com/ilan/ilkadim-hancerli-mh-de-kiralik-31-daire-akgun-kurumsaldan-15580217,,,153,13,,,,,,,,,,,
15905351,16 Eylül 2024,24 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,1,Yüksek Giriş,5,Yerden Isıtma,Boş,Eşyalı,Kooperatiften Tapu,Hayır,,1,Genel Fiyat,15.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/samsun-atakum-korfezde-sifir-esyali-asansorlu-otoparkli-11-kiralik-daire-15905351,,Var,,,,1,Sıfır,Betonarme,,,Evet,,,,
15889935,14 Eylül 2024,30 Temmuz 2025,Konut,Kiralık,Daire,43 m²,45 m²,1+1,1,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,16.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/dere-gayrimenkul-dilek-ten-tramva-50-m-kiralik-11-daire-15889935,,,,,,,,,,,,,,,
16196785,01 Kasım 2024,20 Haziran 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,4,7.Kat,9,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,10.000TL,Samsun - Atakum - Yenimahalle Mahallesi,https://www.emlakjet.com/ilan/kuvvet-ten-ful-deniz-manzarali-genis-ve-ferah-yenimahalle-de-11-16196785,,,,,,,,,,,,,,,
16196757,01 Kasım 2024,20 Haziran 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),5.Kat,6,Yerden Isıtma,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,14.000TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/kuvvet-ten-tramvayin-altinda-ultra-lux-11-16196757,,,,,,,,,,,,,,,
16221143,05 Kasım 2024,31 Temmuz 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,Boş,Bilinmiyor,Hayır,Yok,1,Genel Fiyat,12.250TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/cb-park-alihan-cinbirt-dan-tramvaya-cephe-lux-11-daire-16221143,,,,,,,,,,,,,,,
15251660,28 Mayıs 2024,02 Ağustos 2025,Konut,Kiralık,Daire,50 m²,57 m²,1+1,1,4.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.500TL,Samsun - Atakum - Körfez Mahallesi,https://www.emlakjet.com/ilan/ali-erisgin-den-kiralik-11-esyali-deniz-manzarali-yerden-isitmali-daire-15251660,15500 TL,Var,,,1,,,,,,,,,,
16307813,18 Kasım 2024,09 Mayıs 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,16-20,5.Kat,6,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,15.000TL,Samsun - Çarşamba - Çay Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-dogal-gazli-16307813,,,,,,,,,,,Evet,,4 m²,,
17927772,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,15.000TL,Şanlıurfa - Haliliye - Sırrın Mahallesi,https://www.emlakjet.com/ilan/site-icerisinde-esyali-kiralik-daire-17927772,15000 TL,Var,2965,5,1,1,Sıfır,Betonarme,1000 TL,Açık Balkon,Evet,5 m²,10 m²,55 m²,10 m²
17937929,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,0 (Yeni),5.Kat,9,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,Genel Fiyat,15.000TL,Şanlıurfa - Karaköprü - Mehmetçik Mahallesi,https://www.emlakjet.com/ilan/ilke-emlaktan-esyali-kiralik-11-daire-17937929,30000 TL,Var,215,4,,,,,1000 TL,,,,,,
17932017,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,2+1,5-10,4.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Şanlıurfa - Karaköprü - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/cadde-seyrandan-kiralik-21-ara-kat-yer-ilgi-koleji-yani-17932017,,,,,,,,,,,,,,,
17929319,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,5-10,8.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Şanlıurfa - Karaköprü - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/cadde-seyran-dan-kiralik-31-145m2-arakat-cift-balkon-memura-17929319,17000 TL,Var,343,6,2,,,,1000 TL,,,,,,
17923052,20 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,1,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,12.000TL,Şanlıurfa - Karaköprü - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/karakoprude-esyali-esyasiz-kiralik-sifir-daire-17923052,12000 TL,Var,186,3,1,1,Sıfır,Betonarme,,Açık Balkon,Evet,,,,
17941512,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,9.000TL,Şanlıurfa - Karaköprü - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/world-ilkevim-den-seyrantepe-de-sifir-ara-kat-kiralik-daire-17941512,,,193,8,,,,,,,,,,,
17925820,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.000TL,Şanlıurfa - Haliliye - Ertuğrul Gazi Mahallesi,https://www.emlakjet.com/ilan/sanmed-hastanesi-arkasi-31-dgazli-kiralik-daire-nur-emlak-17925820,14000 TL,Var,6951,5,2,2,İkinci El,Betonarme,200 TL,"Açık Balkon, Kapalı Balkon",Evet,10 m²,5 m²,30 m²,5 m²
17930465,21 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1 Oda,0 (Yeni),Düz Giriş (Zemin),1,Isıtma Yok,Boş,,Tapu Kaydı Yok,Hayır,,Yok,Genel Fiyat,25.000TL,Şanlıurfa - Eyyübiye - Batıkent Mahallesi,https://www.emlakjet.com/ilan/ruha-emlak-tan-batikent-tokide-kiralik-is-yeri-17930465,0 TL,,,,,,,,1000 TL,,,,,,
17931699,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,35 m²,45 m²,1+1,2,2.Kat,8,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Şanlıurfa - Karaköprü - Akpıyar Mahallesi,https://www.emlakjet.com/ilan/rota-dan-fuar-alanina-yurume-mesafesinde-esyali-kiralik-11-dair-17931699,,,,,,,,,,,,,,,
17931701,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,184 m²,200 m²,2+1,2,7.Kat,11,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,29.000TL,Şanlıurfa - Karaköprü - Batıkent Mahallesi,https://www.emlakjet.com/ilan/rota-dan-esyali-lux-kiralik-21-daire-17931701,,,,,,,,,,,,,,,
17931602,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,0 (Yeni),Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,7.000TL,Şanlıurfa - Karaköprü - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/kiralik-sifir-uygun-daire-17931602,,,,,,,,,,,,,,,
17943209,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,3,1.Kat,10,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,17.000TL,Şanlıurfa - Karaköprü - Atakent Mahallesi,https://www.emlakjet.com/ilan/atakent-de-21-oda-1-kat-full-daire-17943209,,Var,2271,3,1,2,İkinci El,Betonarme,,,,,,,
17923653,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,165 m²,185 m²,3+1,5-10,5.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Şanlıurfa - Karaköprü - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/belediye-evlerinde-kiralik-31-17923653,,,,,,,,,,,,,,,
17927515,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,105 m²,2+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,100.000TL,Şanlıurfa - Haliliye - Şair Nabi Mahallesi,https://www.emlakjet.com/ilan/sair-nabi-mahallesinde-merkezi-konumda-havas-duragi-arkasi-yillik-kiralik-21-daire-17927515,,,1724,67,,,,,,,,,,,
17932669,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,0 (Yeni),1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.500TL,Şanlıurfa - Karaköprü - Batıkent Mahallesi,https://www.emlakjet.com/ilan/realty-world-mns2-ahmet-ten-esyali-kiralik-11-17932669,,,,,,,,,,,,,,,
17926116,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,14.500TL,Şanlıurfa - Haliliye - Sırrın Mahallesi,https://www.emlakjet.com/ilan/oz-birlik-emlaktan-kiralik-esyali-11-sifir-daireler-17926116,14500 TL,Var,,,1,,,,750 TL,Açık Balkon,,,,,
17937095,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,80 m²,97 m²,2+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Şanlıurfa - Karaköprü - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/benek-emlak-seyrantepe-toki-21-kiralik-17937095,,,,,,,,,,,,,,,
17922542,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,3,2.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,16.000TL,Şanlıurfa - Karaköprü - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/baran-emlak-kiralik-daire-17922542,,,385,3,,,,,,,,,,,
17922371,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,1,5.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,12.750TL,Şanlıurfa - Karaköprü - Batıkent Mahallesi,https://www.emlakjet.com/ilan/sultan-emlaktan-kiralik-11-ful-esyali-17922371,,,2807,31,,,,,,,,,,,
17942432,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,40 m²,55 m²,1+1,5-10,Düz Giriş (Zemin),8,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,Genel Fiyat,11.000TL,Şanlıurfa - Karaköprü - Batıkent Mahallesi,https://www.emlakjet.com/ilan/eksper-emlak-tan-kiralik-esyali-luks-daire-17942432,,,156,5,,,,,,,,,,,
17922651,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+0,2,1.Kat,8,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,9.500TL,Şanlıurfa - Haliliye - Karsıyaka Mahallesi,https://www.emlakjet.com/ilan/ulusbeyden-kiralik-20-17922651,9500 TL,,340,10,,,,,,,,,,,
17938502,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,113 m²,2+1,5-10,Bahçe Katı,2,Kombi Doğalgaz,Boş,Boş,Arsa Tapulu,Hayır,,1,Genel Fiyat,8.000TL,Şanlıurfa - Viranşehir - Emiroğlu Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-17938502,15000 TL,Yok,1137,12,,1,Sıfır,Betonarme,0 TL,,,,,,
17937727,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,220 m²,230 m²,4+1,4,4.Kat,9,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,32.000TL,Şanlıurfa - Karaköprü - Mehmetçik Mahallesi,https://www.emlakjet.com/ilan/4-1-daire-bakimli-daire-17937727,30000 TL,Var,158,4,1,,,,1000 TL,Açık Balkon,,,,,
17933730,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,21 Ve Üzeri,3.Kat,5,Isıtma Yok,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,12.000TL,Şanlıurfa - Haliliye - Cengiz Topel Mahallesi,https://www.emlakjet.com/ilan/merkezde-4-odali-kiralik-daire-uygun-fiyata-17933730,12000 TL,Var,6952,3,2,1,İkinci El,Betonarme,,Açık Balkon,Evet,,,,
17942138,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,170 m²,180 m²,4+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Evet,,2,Genel Fiyat,12.500TL,Şanlıurfa - Haliliye - Konuklu Mahallesi,https://www.emlakjet.com/ilan/baris-emlaktan-konukluda-kiarlik-41-daire-17942138,,,,,,,,,,,,,,,
17931549,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,220 m²,230 m²,4+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,30.000TL,Şanlıurfa - Karaköprü - Ali Baba Mahallesi,https://www.emlakjet.com/ilan/kiralik-41-merkezi-ko-17931549,,,,,,,,,,,,,,,
17927079,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,2+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,14.000TL,Şanlıurfa - Haliliye - Yenişehir Mahallesi,https://www.emlakjet.com/ilan/bulduk-emlaktan-kiralik-daire-21-17927079,,,,,,,,,,,,,,,
17927032,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,175 m²,185 m²,4+1,16-20,3.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,20.000TL,Şanlıurfa - Haliliye - Yenişehir Mahallesi,https://www.emlakjet.com/ilan/bulduk-emlak-tan-41-konumu-guzel-daire-yenisehir-de-17927032,,,,,,,,,,,,,,,
17922764,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,40 m²,42 m²,1+1,0 (Yeni),1.Kat,6,Kombi Doğalgaz,Boş,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,15.000TL,Şanlıurfa - Karaköprü - Batıkent Mahallesi,https://www.emlakjet.com/ilan/world-ilkevim-den-merkeze-5-dakika-yakinlikta-esyali-11-kiralik-daire-17922764,,,2831,4,,,,,,,,,,,
17940346,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,3+1,16-20,6.Kat,6,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,13.000TL,Şanlıurfa - Eyyübiye - Batıkent Mahallesi,https://www.emlakjet.com/ilan/guc-emlaktan-sanliurfa-akabe-tokide-31-kiralik-daire-17940346,0 TL,Var,,,,,,,0 TL,,,,,,
17908852,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,95 m²,115 m²,2+1,4,4.Kat,7,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,16.000TL,Şanlıurfa - Haliliye - Karsıyaka Mahallesi,https://www.emlakjet.com/ilan/demir-emlak-tan-karsiyakada-kiralik-21-esyasiz-daire-17908852,,,,,,,,,,,,,,,
17914068,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,3,3.Kat,11,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,17.500TL,Şanlıurfa - Karaköprü - Seyrantepe Mahallesi,https://www.emlakjet.com/ilan/seyrantepe-mah-kiralik-31-130m2-ara-kat-site-icerisinde-17914068,17500 TL,Var,142,4,1,2,İkinci El,Betonarme,,Açık Balkon,Evet,,,,
17899554,17 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.000TL,Şanlıurfa - Haliliye - Yenişehir Mahallesi,https://www.emlakjet.com/ilan/kiralik-uygun-21-daire-cozum-emlak-ta-17899554,,,,,,,,,,,,,,,
17897893,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,155 m²,175 m²,3+1,11-15,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,22.000TL,Şanlıurfa - Karaköprü - Güllübağ Mahallesi,https://www.emlakjet.com/ilan/oznur-emlak-tan-gullubagda-kiralik-31-daire-17897893,,,,,,,,,,,,,,,
17908853,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,15.500TL,Şanlıurfa - Haliliye - Selahaddin Eyyübi Mahallesi,https://www.emlakjet.com/ilan/demir-emlak-tan-selahaddin-eyyubi-de-kiralik-4-odali-daire-17908853,,,,,,,,,,,,,,,
17898205,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,1,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Şanlıurfa - Karaköprü - Narlıkuyu Mahallesi,https://www.emlakjet.com/ilan/rota-dan-35-metre-caddesi-uzerinde-esyali-kiralik-11-daire-17898205,,,,,,,,,,,,,,,
17888179,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,Genel Fiyat,15.000TL,Şanlıurfa - Haliliye - Refahiye Mahallesi,https://www.emlakjet.com/ilan/ilke-emlaktan-kiralik-31-daire-17888179,0 TL,Var,7091,39,2,2,,,250 TL,Açık Balkon,,,,,
17917521,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,,1,Genel Fiyat,19.000TL,Şanlıurfa - Haliliye - Selahaddin Eyyübi Mahallesi,https://www.emlakjet.com/ilan/culcuoglu-restaurant-arkasi-31-esyali-daire-17917521,,Var,868,5,1,2,,,,Açık Balkon,,,,,
