İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Ada,Parsel,Yapı Durumu,Yapı Tipi,Balkon Tipi,Banyo Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?
17908227,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,160 m²,170 m²,3+1,21 Ve Üzeri,1.Kat,6,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,37.500TL,İzmir - Karabağlar - Vatan Mahallesi,https://www.emlakjet.com/ilan/remax-arma-dan-k-baglar-vatan-mh-de-31-160m-kiralik-daire-17908227,,,,,42071,17,,,,,,,,,
17908823,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,118 m²,2+1,0 (Yeni),2.Kat,3,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,34.500TL,İzmir - Gaziemir - Beyazevler Mahallesi,https://www.emlakjet.com/ilan/gaziemir-teraspark-evleri-21-kiralik-daire-17908823,,,,,,,,,,,,,,,
17906410,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,93 m²,110 m²,2+1,5-10,3.Kat,3,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Evet,,2,Genel Fiyat,125.000TL,İzmir - Çeşme - Alaçatı Mahallesi,https://www.emlakjet.com/ilan/alacati-port-ta-muhtesem-manzarali-tekne-baglamali-esyali-21-17906410,12000 TL,250000 TL,Var,,4337,3,,,,,,,,,
17909720,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,30 m²,36 m²,1+1,1,2.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.000TL,İzmir - Seferihisar - Çolak İbrahim Bey Mahallesi,https://www.emlakjet.com/ilan/seferihisar-colak-ibrahim-bey-11kiralik-daire-17909720,0 TL,16000 TL,Yok,,,,,,,,,,,,
17908454,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,32.000TL,İzmir - Karşıyaka - Donanmacı Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-camlik-da-kiralik-31-tadilatli-daire-17908454,,,,,,,,,,,,,,,
17908672,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,7.Kat,7,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,Genel Fiyat,15.000TL,İzmir - Ödemiş - Süleyman Demirel Mahallesi,https://www.emlakjet.com/ilan/antika-gayrimenkul-den-suleyman-demirel-mahallesin-de-kiralik-daire-17908672,750 TL,,,,1189,1,,,,,,,,,
17905703,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,5.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,45.000TL,İzmir - Karşıyaka - Alaybey Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-alaybey-yali-asansorlu-dogalgazli-kiralik-kose-daire-17905703,,,,,,,,,,,,,,,
17906953,18 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,155 m²,185 m²,4+1,21 Ve Üzeri,5.Kat,7,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,90.000TL,İzmir - Konak - Mithatpaşa Mahallesi,https://www.emlakjet.com/ilan/deniz-manzarali-tadilatli-esyali-41-185m2-luks-yali-dairesi-17906953,1500 TL,220000 TL,,,703,52,,,,,,,,,Hayır
17907678,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,İzmir - Konak - Atilla Mahallesi,https://www.emlakjet.com/ilan/atilla-mah-de-full-esyali-kisa-sureli-21-kiralik-daire-17907678,,,,,,,,,,,,,,,
17908629,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,3+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,30.000TL,İzmir - Buca - Akıncılar Mahallesi,https://www.emlakjet.com/ilan/esyali-31-kiralik-daire-17908629,,,,,,,,,,,,,,,
17907989,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,İzmir - Bornova - Erzene Mahallesi,https://www.emlakjet.com/ilan/bornova-merkez-31-ege-universitesi-yurume-mesafesi-17907989,,,,,,,,,,,,,,,
17906336,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,4,1.Kat,7,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,19.000TL,İzmir - Çiğli - Balatçık Mahallesi,https://www.emlakjet.com/ilan/balatcik-merkezi-konumda-11-kiralik-daire-17906336,,,,,21654,2,,,,,,,,,
17905876,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,4,3.Kat,4,Isıtma Yok,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,İzmir - Menderes - Cüneytbey Mahallesi,https://www.emlakjet.com/ilan/cuneyt-bey-mah-21-80-m2-esyali-kiralik-daire-17905876,,,,,,,,,,,,,,,
17909441,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,75 m²,78 m²,2+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,30.000TL,İzmir - Buca - Yaylacık Mahallesi,https://www.emlakjet.com/ilan/buca-yaylacik-mahde-21-75m2-dgazli-ful-esyali-kiralik-daire-17909441,,,Var,1,560,134,İkinci El,Betonarme,Açık Balkon,,,1,,,
17905807,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,1,3.Kat,11,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,26.000TL,İzmir - Buca - Çamlıpınar Mahallesi,https://www.emlakjet.com/ilan/konsept-den-site-ici-esyali-acik-havuzlu-guvenlikli-kiralik-11-17905807,,,,,,,,,,,,,,,
17905874,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,170 m²,180 m²,4+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,65.000TL,İzmir - Gaziemir - Atıfbey Mahallesi,https://www.emlakjet.com/ilan/atifbey-mah-de-41-180m2-sevgi-yoluna-cepheli-kiralik-daire-17905874,,,,,,,,,,,,,,,
17909403,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,50 m²,56 m²,1+1,5-10,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,22.500TL,İzmir - Buca - Kuruçeşme Mahallesi,https://www.emlakjet.com/ilan/buca-da-esyali-kiralik-daire-17909403,,,,,41430,5,,,,,,,,,
17908566,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,2,2.Kat,9,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,20.500TL,İzmir - Buca - Buca Koop. Mahallesi,https://www.emlakjet.com/ilan/real-asem-loft-rezidansta-kiralik-esyasiz-daire-17908566,,,,,,,,,,,,,,,
17908027,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,26.000TL,İzmir - Karabağlar - Basın Sitesi Mahallesi,https://www.emlakjet.com/ilan/basinsitesi-tenis-kortlari-yani-dogalgazli-2-arakat-31-17908027,200 TL,,,,,,,,,,,,,,
17907166,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,4,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,47.000TL,İzmir - Menderes - Barbaros Mahallesi,https://www.emlakjet.com/ilan/barbaros-mahallesinde-esyali-110-m2-21-luks-daire-17907166,,,,,,,,,,,,,,,
17909763,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,3,3.Kat,3,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,İzmir - Seferihisar - Mersin Alanı Mahallesi,https://www.emlakjet.com/ilan/izmir-seferihisar-urkmez-merkez-de-kiralik-daire-21-17909763,,,Var,,5572,2,Sıfır,Betonarme,,,,,,,Hayır
17909582,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,65 m²,73 m²,2+1,2,27.Kat,30,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,70.000TL,İzmir - Konak - Halkapınar Mahallesi,https://www.emlakjet.com/ilan/folkart-vega-da-esyali-deniz-manzarali-21-kiralik-daire-17909582,,,,,,,,,,,,,,,
17908667,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+0,5-10,2.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,15.000TL,İzmir - Buca - Göksu Mahallesi,https://www.emlakjet.com/ilan/buca-goksu-mah-izbana-yakin-20-55-m2-kiralik-daire-17908667,,15000 TL,Yok,,40752,6,,,,,,1,,,
17909281,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,İzmir - Aliağa - Yeni Mahallesi,https://www.emlakjet.com/ilan/yeni-mahalle-merkezde-21-kiralik-daire-17909281,,,,,380,2,,,,,,,,,
17906746,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,16-20,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,23.000TL,İzmir - Gaziemir - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/gaziemir-sarnic-21-dogalgazli-17906746,0 TL,23000 TL,Var,,12052,5,İkinci El,Betonarme,,,,,,,Hayır
17908564,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,2,2.Kat,9,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,20.500TL,İzmir - Buca - Buca Koop. Mahallesi,https://www.emlakjet.com/ilan/real-center-asem-loft-ta-arakat-balkonlu-7-24-guvenlikli-17908564,,,,,,,,,,,,,,,
17909908,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,4,3.Kat,3,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,22.000TL,İzmir - Buca - Adatepe Mahallesi,https://www.emlakjet.com/ilan/merkezi-konumda-21-balkonlu-ferah-daire-17909908,,22000 TL,Var,,,,,,,,,,,,Evet
17908148,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,3+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,30.000TL,İzmir - Buca - Akıncılar Mahallesi,https://www.emlakjet.com/ilan/akincilar-mah-izban-yakini-full-esyali-31-kiralik-daire-17908148,,30000 TL,,,,,İkinci El,Betonarme,,,,,,,
17906099,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,33.000TL,İzmir - Buca - Atatürk Mahallesi,https://www.emlakjet.com/ilan/guler-universite-ve-hastane-yakini-ful-esyali-d-gazklimali-31-17906099,,,,,,,,,,,,,,,
17909389,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,7.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,30.000TL,İzmir - Konak - Atilla Mahallesi,https://www.emlakjet.com/ilan/inonu-caddesi-uzerinde-31-arakat-daire-17909389,,30000 TL,Var,,7290,8,,,,,,,,,
17903387,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,24.500TL,İzmir - Aliağa - Kazım Dirik Mahallesi,https://www.emlakjet.com/ilan/hamza-dede-emlak-merkezde-kiralik-daire-17903387,,,,,,,,,,,,,,,
17905652,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,118 m²,128 m²,3+1,21 Ve Üzeri,3.Kat,4,Isıtma Yok,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,19.000TL,İzmir - Bayraklı - Bayraklı Mahallesi,https://www.emlakjet.com/ilan/bayrakli-izban-yakini-merkezde-kiralik-31-daire-17905652,,,,,,,,,,,,,,,
17904115,17 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,160 m²,175 m²,3+1,11-15,7.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,38.000TL,İzmir - Bayraklı - Adalet Mahallesi,https://www.emlakjet.com/ilan/ciritoglu-bartu-sitesinde-31-175m2-kiralik-daire-17904115,,,,,,,,,,,,,,,
17904109,17 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,4.Kat,7,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,30.000TL,İzmir - Bornova - Kazımdirik Mahallesi,https://www.emlakjet.com/ilan/avcilar-effect-ara-kat-havuz-cephe-kiralik-11-daire-17904109,,,,,,,,,,,,,,,
17905703,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,5.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,45.000TL,İzmir - Karşıyaka - Alaybey Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-alaybey-yali-asansorlu-dogalgazli-kiralik-kose-daire-17905703,,,,,,,,,,,,,,,
17903831,17 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,54 m²,56 m²,1+1,4,2.Kat,18,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat Mülkiyeti,Evet,,1,Genel Fiyat,35.000TL,İzmir - Torbalı - İnönü Mahallesi,https://www.emlakjet.com/ilan/grand-twin-towers-kiralik-11-full-sifir-esyali-daire-17903831,3100 TL,70000 TL,Var,1,303,1,,,Açık Balkon,,,1,,,
17905411,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,2,5.Kat,7,VRV,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,31.000TL,İzmir - Bornova - Kazımdirik Mahallesi,https://www.emlakjet.com/ilan/galata-rezidans-yasar-uni-esyasiz-kiralik-11-daire-17905411,,,,,,,,,,,,,,,
17905227,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,0 (Yeni),3.Kat,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,20.000TL,İzmir - Buca - Göksu Mahallesi,https://www.emlakjet.com/ilan/buca-goksu-da-ebebeyin-banyolu-daire-17905227,,20000 TL,Var,2,,,,,,,,,,,
17905203,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,Stüdyo,3,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.000TL,İzmir - Buca - Adatepe Mahallesi,https://www.emlakjet.com/ilan/safir-den-dogalgazli-klimali-ogrenciye-kiralik-daire-17905203,,,,,,,,,,,,,,,
17904569,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,21 Ve Üzeri,2.Kat,2,Isıtma Yok,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.500TL,İzmir - Foça - Kazım Dirik Mahallesi,https://www.emlakjet.com/ilan/kazimdirik-mahallesinde-21-ayri-mutfakli-kiralik-daire-17904569,,,,,,,,,,,,,,,
17905199,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.000TL,İzmir - Buca - Fırat Mahallesi,https://www.emlakjet.com/ilan/buca-firat-da-arakat-dogalgazli-daire-17905199,,16000 TL,Var,,8127,15,,,,,,,,,
17905208,18 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,110 m²,135 m²,3+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,32.000TL,İzmir - Bornova - Mevlana Mahallesi,https://www.emlakjet.com/ilan/izmir-turk-koleji-karsisi-kiralik-31-daire-17905208,,,,,,,,,,,,,,,
17904494,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,32.000TL,İzmir - Karşıyaka - Aksoy Mahallesi,https://www.emlakjet.com/ilan/aksoyda-31-esyali-vapur-izban-ve-carsiya-yuruyus-mesafesinde-17904494,,,,,,,,,,,,,,,
17905284,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,0 (Yeni),2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,30.000TL,İzmir - Karabağlar - Bozyaka Mahallesi,https://www.emlakjet.com/ilan/rota-emlaktan-karabaglar-bozyaka-21-kiralik-daire-17905284,,,,,,,,,,,,,,,
17904458,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,4,3.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,24.000TL,İzmir - Dikili - Salimbey Mahallesi,https://www.emlakjet.com/ilan/merkez-den-site-icerisinde-devamli-21-kiralik-daire-17904458,,,,,,,,,,,,,,,
17905070,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,16-20,1.Kat,3,Isıtma Yok,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,İzmir - Seferihisar - Bengiler Mahallesi,https://www.emlakjet.com/ilan/seferihisar-urkmez-merkez-ara-kat-21-esyali-kiralik-daire-17905070,,,,,,,,,,,,,,,
17903588,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,38 m²,48 m²,1+1,11-15,Yüksek Giriş,5,Klimalı,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,19.000TL,İzmir - Karşıyaka - Dedebaşı Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-11-y-giris-balkonlu-dedebasinda-cakirdan-17903588,,,,,,,,,,,,,,,
17903227,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,5-10,9.Kat,12,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,45.000TL,İzmir - Karşıyaka - Zübeyde Hanım Mahallesi,https://www.emlakjet.com/ilan/park-yucesoy-sitesi-3-etap-31-kiralik-17903227,,,,,,,,,,,,,,,
17903587,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,68 m²,78 m²,2+1,11-15,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,İzmir - Karşıyaka - Dedebaşı Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-21-d-gazli-balkonlu-ara-kat-dedebasinda-17903587,,,,,,,,,,,,,,,
17903409,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,İzmir - Bornova - Erzene Mahallesi,https://www.emlakjet.com/ilan/bornova-merkez-kiralik-31-daire-17903409,,,,,,,,,,,,,,,
17904364,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL,İzmir - Karabağlar - Tahsin Yazıcı Mahallesi,https://www.emlakjet.com/ilan/turker-gayrimenkul-kiralik-21-ara-kat-daire-17904364,,,,,,,,,,,,,,,
17903999,17 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,İzmir - Buca - Atatürk Mahallesi,https://www.emlakjet.com/ilan/temiz-bakimli-esyali-11-daire-17903999,100 TL,21000 TL,Var,1,41415,5,,Betonarme,Açık Balkon,3 m²,18 m²,1,,2 m²,Hayır
17903632,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,4,3.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,38.000TL,İzmir - Torbalı - İnönü Mahallesi,https://www.emlakjet.com/ilan/ayrancilar-garden-liva-havuz-cephe-kiralik-31-daire-17903632,,,,,,,,,,,,,,,
17903652,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,4,Yüksek Giriş,2,Klimalı,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,İzmir - Urla - Sıra Mahallesi,https://www.emlakjet.com/ilan/urla-merkezde-kiralik-11-daire-17903652,,,,,,,,,,,,,,,
17903410,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,38.000TL,İzmir - Bornova - Kazımdirik Mahallesi,https://www.emlakjet.com/ilan/bornova-vergi-dairesi-yani-kiralik-31-daire-17903410,,,,,,,,,,,,,,,
17904440,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,2.5+1,16-20,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,22.000TL,İzmir - Karabağlar - Bozyaka Mahallesi,https://www.emlakjet.com/ilan/bozyaka-mahallede-arakat-1-kat-buyuk-kiralik-daire-17904440,300 TL,23000 TL,Var,1,30995,6,,,Açık Balkon,,,,,,
17903667,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,4,6.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,39.500TL,İzmir - Çiğli - Balatçık Mahallesi,https://www.emlakjet.com/ilan/sinav-koleji-yani-cadde-ustunde-kapali-mutfak-31-17903667,,,,,,,,,,,,,,,
17903590,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,126 m²,140 m²,3+1,21 Ve Üzeri,2.Kat,5,Klimalı,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,42.000TL,İzmir - Karşıyaka - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-31-ara-kat-balkonlu-bahcelievler-mahallesinde-17903590,,,,,,,,,,,,,,,
17903386,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,4,2.Kat,5,Klimalı,Boş,Boş,Kat İrtifakı,Evet,Yok,Yok,Genel Fiyat,17.000TL,İzmir - Aliağa - Yeni Mahallesi,https://www.emlakjet.com/ilan/hamza-dede-emlak-yeni-mah-kiralik-11-daire-17903386,,,,,,,,,,,,,,,
17903668,17 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,3,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,İzmir - Karşıyaka - Örnekköy Mahallesi,https://www.emlakjet.com/ilan/dogalgazli-yeni-girne-yakini-esyali-11-daire-17903668,,,,,,,,,,,,,,,
17901603,17 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,,2,Genel Fiyat,58.000TL,İzmir - Güzelbahçe - Mustafa Kemal Paşa Mahallesi,https://www.emlakjet.com/ilan/guzelbahce-yelki-de-havuzlu-site-icerisinde-kiralik-31-kiralik-daire-17901603,4000 TL,58000 TL,Var,2,1916,8,İkinci El,Betonarme,"Açık Balkon, Kapalı Balkon",5 m²,,2,,10 m²,Hayır
17899513,17 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,30.000TL,İzmir - Buca - Atatürk Mahallesi,https://www.emlakjet.com/ilan/cagandan-kiralik-daire-17899513,,,,,,,,,,,,,,,
