İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Eşya Durumu,Takas,Yapı Tipi,Aidat,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17729115,29 Temmuz 2025,02 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,5-10,11.Kat,13,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,18.500TL,Adana - Yüreğir - Atakent Mahallesi,https://www.emlakjet.com/ilan/celebi-den-atakent-sitesinde-dogalgazli-kombili-kiralik21-daire-17729115,4896,1,,,,,,,,,,,
17724595,28 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,20.500TL,Adana - Çukurova - Kurttepe Mahallesi,https://www.emlakjet.com/ilan/alfadan-sehrin-merkezinde-huzur-bahceli-dogalgazli-31-kapali-mutfak-17724595,,,,,,,,,,,,,
17724737,28 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,135 m²,165 m²,3+1,11-15,6.Kat,10,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,2,,,,,Genel Fiyat,27.500TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/pinarda-31-dogalgazli-okullar-bolgesinde-hsrsz-kiralik-daire-17724737,,,,,,,,,,,,,
17728635,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,60 m²,80 m²,2+1,11-15,1.Kat,2,Klimalı,Boş,Tapu Kaydı Yok,Hayır,1,Var,1,,,Genel Fiyat,22.500TL,Adana - Seyhan - Yeşiloba Mahallesi,https://www.emlakjet.com/ilan/yesiloba-mahallesi-21-full-esyali-kiralik-daire-17728635,,,,,,,,,,,,,
17728850,29 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,100 m²,140 m²,3+1,4,8.Kat,13,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Var,1,Kapalı Balkon,2,Genel Fiyat,23.000TL,Adana - Çukurova - Yüzüncüyıl Mahallesi,https://www.emlakjet.com/ilan/atabey-den-100-yil-kriminal-ve-babaogul-doner-civari-kombili-yillik-kiralik-daire-17728850,7775,13,İkinci El,Boş,Yok,Betonarme,600 TL,,Evet,,,,
17727724,29 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,11-15,Yüksek Giriş,14,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,Yok,,,1,Genel Fiyat,15.000TL,Adana - Çukurova - Toros Mahallesi,https://www.emlakjet.com/ilan/hayalpark-da-yeni-bina-11-esyali-kiralik-daire-17727724,6418,2,İkinci El,Eşyalı,Yok,Betonarme,1 TL,,Evet,,,,
17719132,26 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,150 m²,180 m²,3+1,11-15,7.Kat,11,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,Var,,,3,Genel Fiyat,280.000TL,Adana - Çukurova - Toros Mahallesi,https://www.emlakjet.com/ilan/toros-mahallesi-hayalpark-civarinda-31-luks-kiralik-daire-ebeveyn-banyolu-17719132,,,İkinci El,Boş,Yok,Betonarme,,,Evet,,,,
17716890,26 Temmuz 2025,26 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,2.Kat,12,Klimalı,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,13.500TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/saricam-gultepe-21-kapali-mutfak-kiralik-daire-17716890,,,,Boş,Yok,,,,,,,,
17720801,27 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,6.Kat,10,Klimalı,Boş,Tapu Kaydı Yok,Evet,1,Var,,,2,Genel Fiyat,14.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/barajyolu-ibo-osman-caddesi-nde-full-full-esyali-21-kiralik-daire-17720801,,,İkinci El,Eşyalı,Yok,Betonarme,,14000 TL,Evet,,,,
17728386,29 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,37 m²,45 m²,1+1,1,1.Kat,3,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,Yok,,,,Genel Fiyat,15.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/gultepede-11-kiralik-daire-17728386,360,9,,Eşyalı,,,,15000 TL,,,,,
17726647,28 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,11-15,15.Kat,15,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,1,Var,,,2,Genel Fiyat,25.500TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/pinar-mahallesi-nde-site-ici-31-luks-daire-firsati-17726647,,,İkinci El,Boş,Yok,Betonarme,1500 TL,,Evet,,,,
17708805,24 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,155 m²,175 m²,3+1,21 Ve Üzeri,9.Kat,11,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,25.000TL,Adana - Çukurova - Toros Mahallesi,https://www.emlakjet.com/ilan/rosa-gayrimenkul-den-31-k-m-kombili-bulvar-uzeri-luks-daire-17708805,,,,Boş,Yok,,,,,,,,
17709205,24 Temmuz 2025,19 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,0 (Yeni),1.Kat,5,Merkezi (Pay Ölçer),Boş,Kooperatiften Tapu,Hayır,1,Var,1,Açık Balkon,,Genel Fiyat,12.500TL,Adana - Sarıçam - Buruk Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/saricam-buruk-toki-de-31-k-mutfak-17709205,,,,,,,700 TL,13000 TL,,,,,
17701113,23 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,11-15,2.Kat,3,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,11.000TL,Adana - Çukurova - Beyazevler Mahallesi,https://www.emlakjet.com/ilan/beyaz-evler-mahallesi-esyali-daire-genis-oturumlu-11-17701113,,,,Eşyalı,,,,,,,,,
17702323,23 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,5-10,6.Kat,15,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,2,Var,,,,Genel Fiyat,30.900TL,Adana - Seyhan - Yeşiloba Mahallesi,https://www.emlakjet.com/ilan/yesiloba-da-7-24-guvenlikli-havuzlu-sitede-luks-21-17702323,,,İkinci El,Boş,Yok,Betonarme,,,Evet,,,,
17706772,24 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,5-10,9.Kat,15,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,1,Açık Balkon,,Genel Fiyat,12.500TL,Adana - Sarıçam - Boynuyoğun Mahallesi,https://www.emlakjet.com/ilan/saricam-osmangazi-de-21-cep-mutfakli-17706772,136,1,,,,,500 TL,12500 TL,,,,,
17707054,24 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,100 m²,130 m²,3+1,4,7.Kat,9,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,1,Var,,,,Genel Fiyat,34.500TL,Adana - Seyhan - Yeşiloba Mahallesi,https://www.emlakjet.com/ilan/gurselpasa-mahallesinde-31-genis-kiralik-daire-17707054,,,,,,,,,,,,,
17710145,25 Temmuz 2025,08 Ağustos 2025,Konut,Kiralık,Daire,125 m²,150 m²,3+1,21 Ve Üzeri,4.Kat,7,Isıtma Yok,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,24.000TL,Adana - Çukurova - Toros Mahallesi,https://www.emlakjet.com/ilan/mavi-bulvar-toros-mahallesi-inan-dondurma-civari-31-kiralik-17710145,,,,Boş,Yok,,,,,,,,
17709398,24 Temmuz 2025,08 Ağustos 2025,Konut,Kiralık,Daire,70 m²,100 m²,1.5+1,4,3.Kat,11,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,16.500TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/saricam-carkiparede-full-esyali-g-k-b-cephe-11-17709398,,,,Eşyalı,Yok,,,,,,,,
17710555,25 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,128 m²,135 m²,2+1,5-10,5.Kat,12,Klimalı,Boş,Tapu Kaydı Yok,Evet,2,Var,,,3,Genel Fiyat,250.000TL,Adana - Seyhan - Gürselpaşa Mahallesi,https://www.emlakjet.com/ilan/gurselpasa-da-guneydogu-cephe-genis-oturumlu-luks-21-daire-17710555,,,İkinci El,Boş,Yok,Betonarme,750 TL,,Evet,,,,
17709397,24 Temmuz 2025,08 Ağustos 2025,Konut,Kiralık,Daire,110 m²,135 m²,3+1,5-10,5.Kat,15,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,260.000TL,Adana - Çukurova - Yüzüncüyıl Mahallesi,https://www.emlakjet.com/ilan/100-yilda-31-k-m-okullar-bolgesinde-dogalgazli-17709397,,,,Boş,Yok,,,,,,,,
17715738,25 Temmuz 2025,25 Temmuz 2025,Konut,Kiralık,Daire,50 m²,85 m²,1+1,16-20,Düz Giriş (Zemin),5,Klimalı,Kiracı Oturuyor,Arsa Tapulu,Hayır,1,,,,,Genel Fiyat,20.000TL,Adana - Yüreğir - Atakent Mahallesi,https://www.emlakjet.com/ilan/atakent-mahallesinde-kiralik-esyali-kurulu-tezgah-17715738,,,,Eşyalı,Yok,,,,,,,,
17709183,24 Temmuz 2025,08 Ağustos 2025,Konut,Kiralık,Daire,85 m²,120 m²,2+1,0 (Yeni),3.Kat,8,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,13.000TL,Adana - Sarıçam - Osmangazi Mahallesi,https://www.emlakjet.com/ilan/osmangazi-cilgin-avm-civari-kiralik-lux-daireler-17709183,,,,Boş,Yok,,,,,,,,
17711908,25 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,16-20,Yüksek Giriş,3,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,7.000TL,Adana - Çukurova - Beyazevler Mahallesi,https://www.emlakjet.com/ilan/beyaz-evler-mahallesi-esyali-daire-10-17711908,,,,Eşyalı,,,,,,,,,
17711722,25 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,4,6.Kat,12,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,Var,1,Açık Balkon,1,Genel Fiyat,13.500TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/gultepede-migros-yani-11-ful-esyali-cadde-uzeri-iskanli-kiralik-daire-17711722,875,2,Sıfır,Eşyalı,Yok,Betonarme,,,Evet,,,,
17706439,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,80 m²,98 m²,2+1,21 Ve Üzeri,14.Kat,14,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,200.000TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/sd-emlak-tan-turkmenbasi-esyali-kiralik-daire-17706439,10515,2,,,,,,,,,,,
17701414,23 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,11-15,2.Kat,4,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,10.000TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-da-esyali-daire-genis-oturumlu-10-17701414,,,,Eşyalı,,,,,,,,,
17711387,25 Temmuz 2025,04 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,4,Düz Giriş (Zemin),10,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,Yok,,,1,Genel Fiyat,12.250TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/carkiparede-parkin-girisinde-11-esyali-zemin-kat-demir-sebekeli-iskanli-hasarsiz-kacmaz-kiralik-17711387,204,2,Sıfır,Eşyalı,Yok,Betonarme,,12000 TL,Evet,,,,
17713094,25 Temmuz 2025,12 Ağustos 2025,Konut,Kiralık,Daire,110 m²,150 m²,2+1,21 Ve Üzeri,1.Kat,3,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,Var,1,,2,Genel Fiyat,20.000TL,Adana - Seyhan - Döşeme Mahallesi,https://www.emlakjet.com/ilan/kurtulus-a-yakin-21-150-m2-esyali-kiralik-daire-az-katli-bina-17713094,5510,11,İkinci El,Eşyalı,,Betonarme,,21000 TL,Evet,,,,
17715745,25 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,75 m²,105 m²,2+1,11-15,5.Kat,10,Klimalı,Boş,Tapu Kaydı Yok,Hayır,1,Var,,,1,Genel Fiyat,22.500TL,Adana - Çukurova - Belediye Evleri Mahallesi,https://www.emlakjet.com/ilan/belediye-evleri-nde-21-luks-daire-guney-bati-cephe-modern-detaylarla-17715745,,,İkinci El,Boş,Yok,Betonarme,300 TL,10000 TL,Evet,,,,
17704360,24 Temmuz 2025,06 Ağustos 2025,Konut,Kiralık,Daire,85 m²,110 m²,2+1,16-20,Yüksek Giriş,6,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,15.000TL,Adana - Seyhan - Barış Mahallesi,https://www.emlakjet.com/ilan/saglam-dan-baris-mahallesinde-ici-yapili-21-kiralik-temiz-daire-17704360,,,,,Yok,,,,,,,,
17701025,23 Temmuz 2025,23 Temmuz 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,5-10,5.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Evet,2,,,,,Genel Fiyat,33.000TL,Adana - Çukurova - Beyazevler Mahallesi,https://www.emlakjet.com/ilan/beyazevler-21-genis-esyali-17701025,,,,Eşyalı,Yok,,,,,,,,
17701080,23 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,35 m²,50 m²,1+1,4,4.Kat,4,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,13.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/metro-duragi-civarinda-esyali-daire-genis-oturumlu-11-17701080,,,,Eşyalı,,,,,,,,,
17709402,24 Temmuz 2025,08 Ağustos 2025,Konut,Kiralık,Daire,130 m²,160 m²,3.5+1,5-10,1.Kat,12,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,25.000TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/mavi-bulvarda-bulvar-uzeri-k-m-31-terasli-g-k-d-cephe-17709402,,,,Boş,Yok,,,,,,,,
17701180,23 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,35 m²,45 m²,1+1,16-20,Düz Giriş (Zemin),3,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,8.000TL,Adana - Seyhan - Cemalpaşa Mahallesi,https://www.emlakjet.com/ilan/cemal-pasa-mahallesi-esyali-daire-11-17701180,,,,Eşyalı,,,,,,,,,
17708209,24 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,Stüdyo,16-20,2.Kat,4,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,8.500TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-civari-kiralik-esyali-daire-1-0-17708209,,,,Eşyalı,,,,,,,,,
17713213,25 Temmuz 2025,05 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,5-10,6.Kat,14,Klimalı,Boş,Kat İrtifakı,Evet,2,Var,1,Açık Balkon,2,Genel Fiyat,12.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/gultepede-havuzlu-site-icerisinde-21-kiralik-90-m-genis-daire-17713213,968,6,İkinci El,Boş,Yok,Betonarme,350 TL,10000 TL,Evet,,,,
17715741,25 Temmuz 2025,25 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,16-20,2.Kat,5,Klimalı,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,120.000TL,Adana - Yüreğir - Atakent Mahallesi,https://www.emlakjet.com/ilan/deniz-emlak-tan-valilik-loj-kiralik-daire-17715741,,,,Boş,Yok,,,,,,,,
17708091,24 Temmuz 2025,14 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,3,4.Kat,13,Klimalı,Boş,Kat İrtifakı,Evet,1,Var,1,Açık Balkon,1,Genel Fiyat,8.500TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-11-17708091,969,5,,,,,550 TL,,,2 m²,2 m²,,
17710144,25 Temmuz 2025,08 Ağustos 2025,Konut,Kiralık,Daire,100 m²,130 m²,2+1,16-20,3.Kat,4,Klimalı,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,26.000TL,Adana - Seyhan - Döşeme Mahallesi,https://www.emlakjet.com/ilan/esyali-valilik-emniyet-civari-21-full-esyali-kiralik-daire-17710144,,,,Eşyalı,Yok,,,,,,,,
17707225,24 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,5-10,9.Kat,13,Kombi Doğalgaz,Boş,Yabancıdan,Hayır,2,,,,,Genel Fiyat,13.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/saricam-gultepe-de-21-dogalgazli-ankastreli-cazip-kiralik-daire-17707225,,,,,,,,,,,,,
17697067,23 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,5-10,9.Kat,20,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Var,,,2,Genel Fiyat,23.000TL,Adana - Çukurova - Belediye Evleri Mahallesi,https://www.emlakjet.com/ilan/belediye-evlerinde-luks-21-yeni-boyali-giyinme-odali-full-donanimli-daire-17697067,,,İkinci El,Boş,Yok,Betonarme,,,Evet,,,,
17693543,22 Temmuz 2025,26 Temmuz 2025,Konut,Kiralık,Daire,70 m²,90 m²,1+1,4,13.Kat,14,Klimalı,Boş,Tapu Kaydı Yok,Evet,1,Var,,,,Genel Fiyat,17.000TL,Adana - Seyhan - Fatih Mahallesi,https://www.emlakjet.com/ilan/fatih-mahallesi-11-full-esyali-kiralik-daire-17693543,,,,Eşyalı,,,,,,,,,
17691690,21 Temmuz 2025,21 Temmuz 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,5-10,2.Kat,3,Klimalı,Boş,Kat Mülkiyeti,Evet,2,Var,2,Fransız Balkon,2,Genel Fiyat,10.000TL,Adana - Sarıçam - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/tanis-tan-incirlik-kemalpasa-mah-21-kiralik-daite-merkezde-17691690,220,10,İkinci El,Boş,Yok,Betonarme,,11000 TL,Evet,,,,
17698271,23 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,5-10,8.Kat,12,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,Var,2,Açık Balkon,2,Genel Fiyat,19.000TL,Adana - Seyhan - Tellidere Mahallesi,https://www.emlakjet.com/ilan/alpaslan-turkes-metro-yolu-uzeri-31-kiralik-daire-17698271,10825,5,,,,,350 TL,,,,,,
17696012,22 Temmuz 2025,23 Temmuz 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,1,6.Kat,8,Klimalı,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,18.000TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/prestij-den-bulvar-uzeri-sifir-esyali-balkonlu-11-kiralik-daire-17696012,,,,Eşyalı,Yok,,,,,,,,
17697277,23 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,75 m²,100 m²,2+1,4,1.Kat,12,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,1,Var,,,,Genel Fiyat,19.000TL,Adana - Seyhan - Tellidere Mahallesi,https://www.emlakjet.com/ilan/tellidere-de-kacirilmayacak-luks-21-kiralik-daire-17697277,,,İkinci El,Boş,Yok,Betonarme,400 TL,,Evet,,,,
17693540,22 Temmuz 2025,22 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,7.Kat,12,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,Var,2,Açık Balkon,,Genel Fiyat,20.000TL,Adana - Çukurova - Toros Mahallesi,https://www.emlakjet.com/ilan/mavi-bulvar-yakini-31-kiralik-genis-ve-uygun-fiyatli-daire-17693540,,,,Boş,,,,20000 TL,,,,,
17697081,23 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,Stüdyo,16-20,3.Kat,4,Klimalı,Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,9.500TL,Adana - Seyhan - Yenibaraj Mahallesi,https://www.emlakjet.com/ilan/barajyolunda-10-esyali-daire-17697081,,,,,,,,,,,,,
17701019,23 Temmuz 2025,23 Temmuz 2025,Konut,Kiralık,Daire,60 m²,90 m²,2+1,1,20.Kat,22,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,34.000TL,Adana - Çukurova - Toros Mahallesi,https://www.emlakjet.com/ilan/mavi-bulvarda-guvenlikli-esyali-21-17701019,,,,Eşyalı,Yok,,,,,,,,
17696016,22 Temmuz 2025,23 Temmuz 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,0 (Yeni),6.Kat,14,Klimalı,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,19.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/prestij-den-bulvar-cephe-full-sifir-esyali-ultra-luks-11-17696016,,,,Eşyalı,Yok,,,,,,,,
17690181,21 Temmuz 2025,16 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,21 Ve Üzeri,Yüksek Giriş,4,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Genel Fiyat,12.500TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/barajyolu-iboosmanda-11-esyali-daire-17690181,,,,,,,,,,,,,
17688843,21 Temmuz 2025,21 Temmuz 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,4,12.Kat,14,Isıtma Yok,Boş,Kat İrtifakı,Hayır,1,,,,,Genel Fiyat,11.250TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/atici-emlak-tan-carkipare-de-stadyum-karsisi-park-yani-11-kiralik-daire-17688843,184,7,,,,,,,,,,,
17696078,22 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,180 m²,220 m²,3+1,11-15,9.Kat,9,Klimalı,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,35.000TL,Adana - Seyhan - Gürselpaşa Mahallesi,https://www.emlakjet.com/ilan/kiyiboyu-caddesi-31-full-esyali-tasinmaya-hazir-kiralik-17696078,,,,Eşyalı,Yok,,,,,,,,
17697142,23 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,160 m²,180 m²,3+1,16-20,9.Kat,15,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,1,Var,,,2,Genel Fiyat,330.000TL,Adana - Çukurova - Mahfesığmaz Mahallesi,https://www.emlakjet.com/ilan/mahfesigmaz-da-turgut-ozal-bulvari-uzeri-fullfull-ekstrali-luks-31-17697142,6071,7,İkinci El,Boş,Yok,Betonarme,,,Evet,,,,
17692833,22 Temmuz 2025,14 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,14.000TL,Adana - Ceyhan - Mithat Paşa Mahallesi,https://www.emlakjet.com/ilan/cinar-emlak-tan-mithat-pasa-mahallesinde-21-kiralik-sifir-daire-17692833,,,,Boş,Yok,,,,,,,,
17699484,23 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,38 m²,40 m²,Stüdyo,11-15,2.Kat,3,Klimalı,Boş,Yabancıdan,Hayır,1,Var,,,,Birim Fiyat,7.000TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/cemal-pasa-mahallesi-1-0-17699484,,,,,,,,,,,,,
17696011,22 Temmuz 2025,23 Temmuz 2025,Konut,Kiralık,Daire,48 m²,65 m²,1.5+1,4,11.Kat,11,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,19.000TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/prestij-den-stadyum-karsisi-dogalgazli-full-esyali-kiralik-11-5-17696011,,,,Eşyalı,Yok,,,,,,,,
17700544,23 Temmuz 2025,02 Ağustos 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,5-10,7.Kat,13,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,Var,1,Kapalı Balkon,,Genel Fiyat,210.000TL,Adana - Seyhan - 2000 Evler Mahallesi,https://www.emlakjet.com/ilan/e-banyolu-g-odali-21-kiralik-17700544,,,,,,,400 TL,0 TL,,,,,
17693659,22 Temmuz 2025,22 Temmuz 2025,Konut,Kiralık,Daire,197 m²,250 m²,4+1,11-15,10.Kat,15,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,2,Var,2,Açık Balkon,,Genel Fiyat,33.000TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/turkmenbasi-bulvarinda-41-genis-kiralik-daire-197-m-merkezi-konum-17693659,,,,,,,1000 TL,33000 TL,,,,,
17693536,22 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Klimalı,Boş,Yabancıdan,Hayır,1,Var,,,,Genel Fiyat,12.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-duygu-cafe-arkasinda-esyali-kiralik-11-17693536,,,,,,,,,,,,,
17699428,23 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,1+1,11-15,Düz Giriş (Zemin),4,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,12.000TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-civari-kiralik-esyali-daire-11-17699428,,,,Eşyalı,,,,,,,,,
