İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Ada,Parsel,Eşya Durumu,Balkon Durumu,Balkon Sayısı,WC Sayısı,Görüntülü Gezilebilir mi?,Balkon Tipi,Salon Metrekare,WC Metrekare,Banyo Metrekare,Balkon Metrekare
17872137,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,11-15,Yüksek Giriş,2,Klimalı,Boş,,,,Kat İrtifakı,Evet,,2,Genel Fiyat,20.000TL,Antalya - Serik - Belek Mahallesi,https://www.emlakjet.com/ilan/belek-merkezde-21-esyali-17872137,,1161,16,,,,,,,,,,
17869972,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,11-15,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,24.000TL,Antalya - Kepez - Gülveren Mahallesi,https://www.emlakjet.com/ilan/universiteye-yurume-mesafesinde-21-kiralik-esyali-daire-17869972,,,,Eşyalı,,,,,,,,,
17869940,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,2,4.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,22.000TL,Antalya - Kepez - Kültür Mahallesi,https://www.emlakjet.com/ilan/kulturde-universiteye-yurume-mesafesinde-11-kiralik-daire-17869940,,,,Eşyalı,,,,,,,,,
17869251,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,16-20,3.Kat,7,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,30.000TL,Antalya - Aksu - Kemerağzı Mahallesi,https://www.emlakjet.com/ilan/kubra-yesiltepe-den-esyali-temiz-kullanisli-kiralik-21-daire-17869251,,,,Eşyalı,,,,,,,,,
17871841,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,110 m²,125 m²,2+1,5-10,4.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.750TL,Antalya - Kepez - Aydoğmuş Mahallesi,https://www.emlakjet.com/ilan/varsak-aydogmus-mahallesinde-katta-full-esyali-21-kiralik-daire-17871841,,2661,3,Eşyalı,Var,1,,,Açık Balkon,,,,
17869923,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,3.Kat,3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,28.500TL,Antalya - Kepez - Kültür Mahallesi,https://www.emlakjet.com/ilan/kulturde4-cafeler-cd-uzerinde-21-esyali-17869923,,,,Eşyalı,,,,,,,,,
17870781,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,0 (Yeni),4.Kat,5,Klimalı,Boş,,,,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,20.000TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/altintas-ta-havuzlu-sitede-21-ebeveyn-banyolu-kiralik-daire-17870781,,,,Boş,,,,,,,,,
17869942,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,48 m²,60 m²,1+1,4,4.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,Antalya - Kepez - Gülveren Mahallesi,https://www.emlakjet.com/ilan/gulveren-de-asat-arkasi-yeni-binada-katta-lux-esyali-daire-17869942,,,,Eşyalı,,,,,,,,,
17869922,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Antalya - Kepez - Kültür Mahallesi,https://www.emlakjet.com/ilan/kultur-mah-de-yuksek-giris-21-ayri-mutfakli-d-gazli-daire-17869922,,,,Boş,,,,,,,,,
17869966,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,121 m²,131 m²,3+1,0 (Yeni),11.Kat,11,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,30.000TL,Antalya - Kepez - Kepez Mahallesi,https://www.emlakjet.com/ilan/sur-yapida31-esyasiz-kiralik-daire-17869966,,,,Boş,,,,,,,,,
17869964,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,4.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.000TL,Antalya - Kepez - Gülveren Mahallesi,https://www.emlakjet.com/ilan/gulveren-de-21-esyasiz-kiralik-daire-17869964,,,,Boş,,,,,,,,,
17870967,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,Yüksek Giriş,3,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Antalya - Kemer - Göynük Mahallesi,https://www.emlakjet.com/ilan/goynukte-21-sifir-esyasiz-daire-merkezi-konum-can-is-17870967,,,,Boş,,,,,,,,,
17869959,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,11-15,3.Kat,3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,Antalya - Kepez - Gülveren Mahallesi,https://www.emlakjet.com/ilan/akdeniz-uni-karsisinda-31-kiralik-dubleks-17869959,,,,Boş,,,,,,,,,
17870848,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,0 (Yeni),3.Kat,4,Klimalı,Boş,,,,Yabancıdan,Hayır,Yok,2,Genel Fiyat,18.000TL,Antalya - Finike - Eski Mahallesi,https://www.emlakjet.com/ilan/finike-merkezde-kiralik-21-sifir-genis-daire-17870848,,,,,,,,,,,,,
17869941,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,5-10,Yüksek Giriş,3,Isıtma Yok,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Antalya - Kepez - Şafak Mahallesi,https://www.emlakjet.com/ilan/safakta-21-ayri-mutfakli-esyasiz-giris-kat-17869941,,,,Boş,,,,,,,,,
17870121,14 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,1+1,2,Bahçe Katı,3,Klimalı,Boş,Sıfır,Betonarme,,Arsa Tapulu,Hayır,,1,Genel Fiyat,25.000TL,Antalya - Kaş - Andifli Mahallesi,https://www.emlakjet.com/ilan/uzun-donem-sezonluk-kiralik-genis-ferah-11-17870121,50000 TL,173,25,Eşyalı,Var,1,1,Evet,Kapalı Teras,,,,
17869212,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,11-15,1.Kat,1,Klimalı,Boş,,,,Arsa Tapulu,Hayır,Yok,2,Genel Fiyat,26.000TL,Antalya - Aksu - Güzelyurt Mahallesi,https://www.emlakjet.com/ilan/aksu-guzelyurtta-kiralik-31-daire-17869212,,,,Boş,,,,,,,,,
17867302,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,48 m²,70 m²,1+1,0 (Yeni),5.Kat,11,Yerden Isıtma,Boş,,,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,20.000TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/altintas-antoryum-da-kiralik-11-daire-17867302,,,,Boş,,,,,,,,,
17866974,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,21 Ve Üzeri,3.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,21.000TL,Antalya - Muratpaşa - Deniz Mahallesi,https://www.emlakjet.com/ilan/bahcelievler-de-denize-yakin-kiralik-21-17866974,,,,Boş,,,,,,,,,
17867306,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,11-15,Düz Giriş (Zemin),4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.500TL,Antalya - Konyaaltı - Altınkum Mahallesi,https://www.emlakjet.com/ilan/altinkumda-11-kiralik-daire-17867306,,,,Boş,,,,,,,,,
17866203,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,0 (Yeni),6.Kat,7,Yerden Isıtma,Boş,,,,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,90.000TL,Antalya - Konyaaltı - Pınarbaşı Mahallesi,https://www.emlakjet.com/ilan/ozpinarlar-casa-trio-da-genis-31-daire-17866203,,,,Boş,,,,,,,,,
17866178,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,43 m²,55 m²,1+1,0 (Yeni),1.Kat,3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,17.000TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/altintasta-kapali-otoparkli-11-kiralik-daire-17866178,,,,Boş,,,,,,,,,
17869213,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,0 (Yeni),Bahçe Katı,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/harika-bahce-kullanimli-21-daire-17869213,,,,Boş,,,,,,,,,
17866592,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,21 Ve Üzeri,2.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Antalya - Alanya - Şekerhane Mahallesi,https://www.emlakjet.com/ilan/alanya-merkez-sekerhane-ayri-mutfak-21-kiralik-daire-17866592,,,,Boş,,,,,,,,,
17866996,14 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,11-15,2.Kat,2,Klimalı,Boş,,,,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,22.000TL,Antalya - Aksu - Kemerağzı Mahallesi,https://www.emlakjet.com/ilan/aksu-kemeragzi-havuzlu-esyali-kiralik-11-daire-17866996,,,,Eşyalı,,,,,,,,,
17869205,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,145 m²,150 m²,3+1,16-20,2.Kat,12,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,35.000TL,Antalya - Muratpaşa - Meydankavağı Mahallesi,https://www.emlakjet.com/ilan/kubra-yesiltepe-den-aradiginiz-kiralik-31-daireyi-buldunuz-17869205,,,,Boş,,,,,,,,,
17868281,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,3.Kat,3,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Antalya - Kepez - Yeni Emek Mahallesi,https://www.emlakjet.com/ilan/yildirim-beyazit-caddesi-uzerinde-kiralik-21-17868281,,,,Boş,,,,,,,,,
17868407,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,40 m²,51 m²,1+1,0 (Yeni),5.Kat,5,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Antalya - Finike - Kum Mahallesi,https://www.emlakjet.com/ilan/esyali-kiralik-11-17868407,,,,Eşyalı,,,,,,,,,
17868276,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,115 m²,135 m²,3+1,21 Ve Üzeri,5.Kat,8,Güneş Enerjisi,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Antalya - Kepez - Zafer Mahallesi,https://www.emlakjet.com/ilan/zafer-mah-31-site-ici-asansorlu-kiralik-daire-17868276,,,,Boş,,,,,,,,,
17867299,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,56 m²,66 m²,1+1,2,7.Kat,12,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,40.000TL,Antalya - Kepez - Gülveren Mahallesi,https://www.emlakjet.com/ilan/terra-manzara-da-kiralik-11-daire-17867299,,,,Boş,,,,,,,,,
17869229,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,2,2.Kat,10,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,40.000TL,Antalya - Kepez - Gülveren Mahallesi,https://www.emlakjet.com/ilan/terra-manzara-11-luks-sifir-daire-universite-karsisi-17869229,,,,Boş,,,,,,,,,
17868278,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,85 m²,105 m²,2+1,21 Ve Üzeri,8.Kat,8,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Antalya - Kepez - Zafer Mahallesi,https://www.emlakjet.com/ilan/zafer-mah-21-yol-cephe-kiralik-daire-17868278,,,,Boş,,,,,,,,,
17869214,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,3,1.Kat,13,Merkezi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,19.000TL,Antalya - Kepez - Güneş Mahallesi,https://www.emlakjet.com/ilan/ekpa-1207-de-11-esyali-daire-17869214,,,,Eşyalı,,,,,,,,,
17867298,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,2,10.Kat,12,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,55.000TL,Antalya - Kepez - Gülveren Mahallesi,https://www.emlakjet.com/ilan/terra-manzara-da-21-kiralik-daire-17867298,,,,Boş,,,,,,,,,
17866146,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,4,4.Kat,7,Klimalı,Boş,,,,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,50.000TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/altintas-ta-havuzlu-sitede-luks-full-esyali-21-kiralik-daire-17866146,,,,Eşyalı,,,,,,,,,
17869251,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,16-20,3.Kat,7,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,30.000TL,Antalya - Aksu - Kemerağzı Mahallesi,https://www.emlakjet.com/ilan/kubra-yesiltepe-den-esyali-temiz-kullanisli-kiralik-21-daire-17869251,,,,Eşyalı,,,,,,,,,
17869249,14 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,16-20,Bahçe Katı,5,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,37.000TL,Antalya - Muratpaşa - Çağlayan Mahallesi,https://www.emlakjet.com/ilan/kubra-yesiltepe-den-barinaklarda-sifir-esyali-kiralik-daire-21-17869249,,,,Eşyalı,,,,,,,,,
17869215,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,49 m²,55 m²,1+1,2,Bahçe Katı,4,Klimalı,Boş,,,,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,25.000TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/mobilyali-11-17869215,,,,Eşyalı,,,,,,,,,
17869922,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Antalya - Kepez - Kültür Mahallesi,https://www.emlakjet.com/ilan/kultur-mah-de-yuksek-giris-21-ayri-mutfakli-d-gazli-daire-17869922,,,,Boş,,,,,,,,,
17869199,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,5-10,2.Kat,6,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,35.000TL,Antalya - Muratpaşa - Gebizli Mahallesi,https://www.emlakjet.com/ilan/atapark-life-ta-kiralik-31-daire-17869199,,,,Boş,,,,,,,,,
17869221,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,51 m²,53 m²,1+1,4,2.Kat,8,Merkezi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,35.000TL,Antalya - Muratpaşa - Güzeloba Mahallesi,https://www.emlakjet.com/ilan/denize-yakin-havuzlu-rezidansta-sik-esyali-11-kiralik-daire-17869221,,,,Eşyalı,,,,,,,,,
17868506,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,1,Yüksek Giriş,4,Klimalı,Boş,,Betonarme,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Antalya - Kepez - Ayanoğlu Mahallesi,https://www.emlakjet.com/ilan/varsak-ayanoglu-nda-esyali-kiralik-21-daire-17868506,,,,Eşyalı,,,,,,,,,
17869203,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,1+1,3,Bahçe Katı,3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,Antalya - Muratpaşa - Güzeloba Mahallesi,https://www.emlakjet.com/ilan/rauf-denktas-caddesi-yakini-kiralik-11-daire-17869203,,,,Eşyalı,,,,,,,,,
17866985,14 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,0 (Yeni),3.Kat,3,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Antalya - Döşemealtı - Çıplaklı Mahallesi,https://www.emlakjet.com/ilan/dosemealti-ciplakli-mah-yeni-hastane-yakini-sifir-kiralik-daire-17866985,,,,Boş,,,,,,,,,
17869195,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,160 m²,175 m²,3+1,21 Ve Üzeri,2.Kat,10,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,70.000TL,Antalya - Muratpaşa - Fener Mahallesi,https://www.emlakjet.com/ilan/deniz-manzarali-dogalgazli-kiralik-31-daire-17869195,,,,Boş,,,,,,,,,
17869243,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,1,1.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/altintasta-havuzlu-11-kiralik-bos-daire-17869243,,,,Boş,,,,,,,,,
17864588,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,165 m²,185 m²,6+1,5-10,4.Kat,4,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,40.000TL,Antalya - Muratpaşa - Gebizli Mahallesi,https://www.emlakjet.com/ilan/poyraz-dan-gebizli-mah-kiralik-61-dubleks-daire-asansorlu-17864588,,,,Boş,,,,,,,,,
17865616,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,4.Kat,5,Klimalı,Boş,,,2500 TL,Yabancıdan,Evet,,1,Genel Fiyat,23.500TL,Antalya - Alanya - Kestel Mahallesi,https://www.emlakjet.com/ilan/kiralik-11-esyali-daire-17865616,23500 TL,,,,Var,1,,,,,,,
17865120,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,5-10,1.Kat,3,Klimalı,Boş,,,,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,35.000TL,Antalya - Manavgat - Ilıca Mahallesi,https://www.emlakjet.com/ilan/ilica-da-luks-site-icinde-esyali-kiralik-daire-17865120,,,,Eşyalı,,,,,,,,,
17866059,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,3,3.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Antalya - Kepez - Kültür Mahallesi,https://www.emlakjet.com/ilan/kultur-mukemmel-lokasyon-katta-11-ful-ful-esyali-kiralik-daire-17866059,,,,Eşyalı,,,,,,,,,
17864574,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,60 m²,72 m²,1+1,4,2.Kat,11,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,23.000TL,Antalya - Kepez - Kepez Mahallesi,https://www.emlakjet.com/ilan/poyraz-dan-suryapi-da-esyali-kiralik-11-72m-2-kat-daire-17864574,,,,Eşyalı,,,,,,,,,
17861122,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,0 (Yeni),2.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,25.000TL,Antalya - Alanya - Payallar Mahallesi,https://www.emlakjet.com/ilan/alanya-payallar-luks-sifir-esyali-21-aktiviteli-17861122,,,,Eşyalı,,,,,,,,,
17864580,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,200 m²,211 m²,4+1,4,2.Kat,2,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,40.000TL,Antalya - Kepez - Santral Mahallesi,https://www.emlakjet.com/ilan/poyraz-dan-suryapi-antalya-da-kiralik-41-211m-2-kat-daire-17864580,,,,Boş,,,,,,,,,
17864591,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,150 m²,170 m²,3+1,11-15,2.Kat,2,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,25.500TL,Antalya - Kepez - Ünsal Mahallesi,https://www.emlakjet.com/ilan/poyraz-dan-unsal-mah-kiralik-31-170m-2-kat-dubleks-daire-17864591,,,,Boş,,,,,,,,,
17860952,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,11-15,4.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.500TL,Antalya - Kepez - Kültür Mahallesi,https://www.emlakjet.com/ilan/kultur-cafeler-caddesi-uzeri-esyali-10-cati-kati-17860952,,,,Eşyalı,,,,,,,,,
17864567,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,100 m²,105 m²,2+1,11-15,Bahçe Katı,3,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Antalya - Alanya - Kestel Mahallesi,https://www.emlakjet.com/ilan/alanya-kestelde-villa-tadinda-kiralik-bahceli-daire-17864567,,,,Eşyalı,,,,,,,,,
17864614,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,100 m²,118 m²,3+1,0 (Yeni),5.Kat,11,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,25.000TL,Antalya - Kepez - Kepez Mahallesi,https://www.emlakjet.com/ilan/poyraz-dan-suryapi-antalyada-kiralik-31-118m-5-kat-daire-17864614,,,,Boş,,,,,,,,,
17866066,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,Yüksek Giriş,3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Antalya - Kepez - Ahatlı Mahallesi,https://www.emlakjet.com/ilan/ulusoy-caddesi-uzeri-21-esyasiz-yuksek-giris-kiralik-daire-17866066,,,,Boş,,,,,,,,,
17865026,13 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,5-10,2.Kat,3,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Antalya - Kepez - Gülveren Mahallesi,https://www.emlakjet.com/ilan/kiralik-genis-gulveren-21-ful-esyali-arakat-cift-wc-cift-balkon-17865026,,,,Eşyalı,,,,,,,,,
17861931,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,110 m²,125 m²,3+1,21 Ve Üzeri,5.Kat,12,Klimalı,Boş,,,500 TL,Kat İrtifakı,Hayır,,1,Genel Fiyat,35.000TL,Antalya - Konyaaltı - Siteler Mahallesi,https://www.emlakjet.com/ilan/konyalti-siteler-mah-3-1mobilyali-kiralik-daire-17861931,35000 TL,4256,1,,,,,,,,,,
17863777,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,77 m²,85 m²,2+1,3,1.Kat,5,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Antalya - Gazipaşa - Pazarcı Mahallesi,https://www.emlakjet.com/ilan/denizyoluna-yakin-yeni-21-kiralik-daire-17863777,,819,4,Boş,,,,,,,,,
17864603,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,130 m²,142 m²,3+1,1,Bahçe Katı,11,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,30.000TL,Antalya - Kepez - Kepez Mahallesi,https://www.emlakjet.com/ilan/poyrazdan-suryapida-kiralik-31-142m2-bahce-kati-daire-17864603,,,,Boş,,,,,,,,,
17862534,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,0 (Yeni),1.Kat,4,Isıtma Yok,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.000TL,Antalya - Gazipaşa - Yeni Mahallesi,https://www.emlakjet.com/ilan/yeni-mahallede-kiralik-21-sifir-daire-17862534,,,,Boş,,,,,,,,,
17865029,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,3,1.Kat,2,Klimalı,Boş,,,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,13.000TL,Antalya - Döşemealtı - Çıplaklı Mahallesi,https://www.emlakjet.com/ilan/yenikoyde-rengi-antalya-karsisi-11-kiralik-yeni-daire-17865029,,,,Boş,,,,,,,,,
17863949,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,32.000TL,Antalya - Kepez - Ahatlı Mahallesi,https://www.emlakjet.com/ilan/kepez-ahatli-da-31-dogalgazli-bakimli-4-cepheli-17863949,,,,Boş,,,,,,,,,
